"subject","version","assignmentId","guess1","guess2","guess3","cc1","cc2","cc3","cc4","cc1pass","cc2pass","cc3pass","cc4pass","experienced","instructions_time","total_time","stamp","id"
"A11GMTJSTNR0YA","caus_thomas_fire_v6","3R0T90IZ1SDO2VFECS14Z5FDCPNGC6","0","0","0","50%","100%","90%","English","1","1","1","1","No","123850","155444","2017-10-17 14:15:55","3806"
"AK3H5QRAROFGP","caus_thomas_fire_v6","3TOK3KHVJTJ6IR1G9U61OSW120JO74","0","0","0","50%","100%","90%","Math","1","1","1","1","No","164227","198164","2017-10-17 14:15:59","3807"
"A3L2UB07EZJAMD","caus_thomas_fire_v6","3QJOXOW4XJS3R3VEJM5U2YZDTN8ME9","0","0","0","50%","100%","10%","English","1","1","1","1","Yes","454409","497120","2017-10-17 14:16:14","3808"
"A330JJJZGJL7IG2","caus_thomas_fire_v6","323Q6SJS8IH953UZN09NSBCHO2SHFH","0","0","0","50%","100%","90%","Math","1","1","1","1","No","46711","90652","2017-10-17 14:16:16","3809"
"A345RMXKPKS5AD","caus_thomas_fire_v6","3OLQQLKKNSQDQVPTGPS2M67WPTHEJ1","0","0","0","50%","100%","10%","Math","1","1","1","1","No","77469","127109","2017-10-17 14:16:20","3810"
"A36KDWI1CGJFFA","caus_thomas_fire_v6","3PW9OPU9PQLE0YX9XGRVG52LY9Q12H","0","0","0","50%","100%","10%","English","1","1","1","1","No","99453","149655","2017-10-17 14:16:26","3811"
"ALML8V38FDV0","caus_thomas_fire_v6","3I02618YA07Q12PD12CRNKFBKGHUPY","0","0","0","50%","50%","10%","Math","1","0","1","1","No","59433","111700","2017-10-17 14:16:30","3812"
"A3X6N2OAY5XY8","caus_thomas_fire_v6","3ZDAD0O1T1EGAYCFNOWYC1FC31ITXT","0","0","0","50%","100%","10%","Math","1","1","1","1","Not sure","102203","177518","2017-10-17 14:16:33","3813"
"A25PP2C9TDMBVG","caus_thomas_fire_v6","3RXPCZQMQPC4FS5GWVCKI9WM8SW1G1","0","0","0","50%","100%","10%","Math","1","1","1","1","Yes","212449","302589","2017-10-17 14:16:48","3814"
"A35RT6VWT56F30","caus_thomas_fire_v6","3A4NIXBJ760HX95608SYFTPX2KDML0","0","0","0","100%","100%","100%","English","0","1","0","1","No","95630","152069","2017-10-17 14:16:48","3815"
"jamrsmommy@yahoo.com","caus_thomas_fire_v6","3KRVW3HTZNM41M0WKHPZRF3SUELMSE","0","0","0","50%","100%","90%","Math","1","1","1","1","No","65840","109239","2017-10-17 14:16:56","3816"
"A2YTO4EY3MNYAJ","caus_thomas_fire_v6","3J4Q2Z4UTY4OTIFXWF6H5DQIASAWQM","0","0","0","50%","25%","10%","English","1","0","1","1","No","88567","133199","2017-10-17 14:17:10","3817"
"A2DOBD99DXD0K8","caus_thomas_fire_v6","31N2WW6R9RRUBVN08FKLOHB75XBF39","0","0","0","25%","100%","90%","Math","0","1","1","1","Not sure","50929","92068","2017-10-17 14:17:13","3818"
"A1GKEEI844CEKI
","caus_thomas_fire_v6","3LJ7UR74RHERHJJL6H8H6RCMLOT4NQ","0","0","0","50%","75%","50%","Math","1","0","0","0","Yes","88892","107815","2017-10-17 14:17:16","3819"
"A1Y508FNU04ZLH","caus_thomas_fire_v6","3A1COHJ8NJW0QOKCFM3HIJVV1YFH80","0","0","0","50%","100%","50%","English","1","1","0","1","No","75710","130052","2017-10-17 14:17:31","3820"
"AKO37FNQTVIKC","caus_thomas_fire_v6","3NS0A6KXC491AOQO46LCA3GYL79ZGO","0","0","0","50%","100%","10%","Math","1","1","1","1","No","44615","75357","2017-10-17 14:17:35","3821"
"A8HSPSD88CUTS","caus_thomas_fire_v6","3BEFOD78W6ULZ1YLUGTHTCNMGYF4MM","0","0","0","50%","100%","90%","Math","1","1","1","1","No","59049","89890","2017-10-17 14:17:36","3822"
"A8KX1HFH8NE2Q","caus_thomas_fire_v6","3WR9XG3T63C2EYRYQARSAUQWL9L74F","0","0","0","50%","100%","90%","English","1","1","1","1","Yes","117497","161686","2017-10-17 14:17:39","3823"
"A2W5Q0IVJUS7Y6","caus_thomas_fire_v6","39N5ACM9HEOSHA1A3RH0ROSX7V89PN","0","0","0","50%","100%","10%","Math","1","1","1","1","No","78313","124178","2017-10-17 14:17:41","3824"
"A2NG2CCBMVEBIA","caus_thomas_fire_v6","3VD82FOHKQPCU8WC0BEC4EOF3BFCOQ","0","0","0","50%","100%","10%","English","1","1","1","1","No","52528","79879","2017-10-17 14:17:42","3825"
"A3JDWMS5QJHREI","caus_thomas_fire_v6","3LQ8PUHQFLTTFUWPO8F8V8P94ULIHA","0","0","0","50%","100%","10%","English","1","1","1","1","No","50546","83715","2017-10-17 14:17:47","3826"
"A1U5RYB8O1ILWU","caus_thomas_fire_v6","3TESA3PJ31B13RNR0KTDF64M2P3MM2","0","0","0","25%","100%","90%","English","0","1","1","1","No","77142","194035","2017-10-17 14:17:48","3827"
"A14QHWM66FV1K6
","caus_thomas_fire_v6","3NQL1CS15R9KNV6EXFIFWXA62STVYI","0","0","0","50%","100%","90%","English","1","1","1","1","Yes","139403","202352","2017-10-17 14:18:03","3828"
"A3B094AH9T6G0Y","caus_thomas_fire_v6","3K5TEWLKGVCYXVR9TXWCA9GIC9VVIC","0","0","0","50%","100%","10%","English","1","1","1","1","No","129546","168390","2017-10-17 14:18:20","3829"
"A2M2MNP08RZE36","caus_thomas_fire_v6","36W0OB37HWFFAKLZOC3UV3SZ07NHZ6","0","0","0","50%","100%","100%","Math","1","1","0","1","No","71629","144783","2017-10-17 14:18:23","3830"
"A3T39UXTOMLX7E","caus_thomas_fire_v6","36PW28KO4ZX2P2MPMJFPT74DZ6OAEI","0","0","0","50%","100%","90%","Math","1","1","1","1","No","78959","124327","2017-10-17 14:18:25","3831"
"A159MC0L7J302O","caus_thomas_fire_v6","3WOKGM4L71HS0G1WOVLS9DMEUMI0OL","0","0","0","100%","50%","10%","Math","0","0","1","0","No","23231","58402","2017-10-17 14:18:26","3832"
"A1UW0C6QZOT3E7","caus_thomas_fire_v6","3ATTHHXXWAPQ1KW4TCXUYUD3SK3XIH","0","0","0","50%","100%","10%","Math","1","1","1","1","No","86537","142571","2017-10-17 14:18:28","3833"
"AXPOBOA6RMCV0","caus_thomas_fire_v6","3UN61F00HWQUS0FDDT88K3NAMHCR55","0","0","0","50%","100%","90%","Math","1","1","1","1","No","36746","62380","2017-10-17 14:18:35","3834"
"ATRRVQWZZ87QA","caus_thomas_fire_v6","3A1PQ49WVHIIFO0RG1U2398NNS9H1G","0","0","0","25%","100%","10%","English","0","1","1","1","Yes","80099","154030","2017-10-17 14:18:37","3835"
"A6FJIVPC8NIK1","caus_thomas_fire_v6","3OXV7EAXLERYS2UP7MHHUBYUCY836U","0","0","0","50%","100%","90%","English","1","1","1","0","No","60876","108220","2017-10-17 14:18:48","3836"
"A3VEB6M2UH63TL","caus_thomas_fire_v6","3U8YCDAGXPHVLSEC38DWYIHE9N00QT","0","0","0","50%","100%","90%","English","1","1","1","1","No","55524","90879","2017-10-17 14:18:53","3837"
"ALXPXFJ81RYE4

","caus_thomas_fire_v6","3KB8R4ZV1E85SQN8YS59OL9VU4OGB0","0","0","0","50%","100%","90%","English","1","1","1","1","No","63084","99007","2017-10-17 14:19:05","3838"
"AD368A1RHHRC3","caus_thomas_fire_v6","3EICBYG644XYTX5FKYM7WI7T4H5JCE","0","0","0","50%","100%","90%","English","1","1","1","1","No","57676","108588","2017-10-17 14:19:05","3839"
"A1274B3RL8IZ8H","caus_thomas_fire_v6","3TU5ZICBRD2D3HJFYCQBRXNWSLC8QO","0","0","0","50%","100%","90%","Math","1","1","1","1","Yes","47805","82871","2017-10-17 14:19:06","3840"
"A1CLS2A8N4D5G","caus_thomas_fire_v6","35USIKEBNRH5W6NZP51W3PW0HFZ6ND","0","0","0","50%","100%","10%","Math","1","1","1","1","No","42564","94870","2017-10-17 14:19:11","3841"
"A2BQ9UA0LIKZQ3","caus_thomas_fire_v6","3IX2EGZR7BK2ZZUY2VC2LD6F4I8JRK","0","0","0","50%","100%","10%","Math","1","1","1","1","Yes","47931","84002","2017-10-17 14:19:12","3842"
"AAJC9VIP5DOP","caus_thomas_fire_v6","3ERMJ6L4DYTIIOG4WEROWO7W7097MD","0","0","0","50%","100%","90%","Math","1","1","1","1","Yes","119582","171548","2017-10-17 14:19:27","3843"
"A3B9OZQTE4US3T","caus_thomas_fire_v6","3H7Z272LX78NIC2JSOKQWXJS7PPLPW","0","0","0","50%","100%","10%","English","1","1","1","0","No","53923","91045","2017-10-17 14:19:35","3844"
"A2LF84L3K71GR2","caus_thomas_fire_v6","3BEFOD78W6ULZ1YLUGTHTCNMGYFM44","0","0","0","50%","100%","10%","English","1","1","1","1","Yes","70332","114960","2017-10-17 14:19:35","3845"
"A18E19QXO73YM4","caus_thomas_fire_v6","3M81GAB8A0KW5FHM1OALIZDX0RXQB5","0","0","0","50%","100%","10%","English","1","1","1","1","Not sure","69242","113217","2017-10-17 14:19:45","3846"
"A2GJM9IM6XR7ON
","caus_thomas_fire_v6","3QY7M81QH7NNS0G1B2E8HBFSIVEK7L","0","0","0","50%","100%","90%","Math","1","1","1","1","No","47292","77342","2017-10-17 14:19:49","3847"
"A3PDHDQZZKCTT5","caus_thomas_fire_v6","32SVAV9L3FAZF46SXZYTAG0G8HYA3R","0","0","0","50%","100%","10%","English","1","1","1","1","No","99602","182429","2017-10-17 14:19:49","3848"
"A241OXM83X8OYF","caus_thomas_fire_v6","3YT88D1N08Z5RHFE9QBI4U3CDTQ3KX","0","0","0","50%","100%","10%","Math","1","1","1","1","Yes","53895","104813","2017-10-17 14:19:53","3849"
"AT2C9OU6PE4T7","caus_thomas_fire_v6","3RXCAC0YIRQMQSP1VGLZXJJUMY18GR","0","0","0","100%","100%","50%","English","0","1","0","1","No","26834","56173","2017-10-17 14:19:59","3850"
"A19YRUF7K6FY78","caus_thomas_fire_v6","39JEC7537U27KS591N0QZ6INZ4BVCA","0","0","0","25%","100%","10%","English","0","1","1","1","Not sure","241579","283715","2017-10-17 14:20:27","3851"
"A2MKXI4KCRRI7Y","caus_thomas_fire_v6","37Q970SNZE975XE7RV617NFPW3O1SJ","0","0","0","50%","100%","10%","Math","1","1","1","1","No","161037","219472","2017-10-17 14:20:34","3852"
"A33L61XKPX76DB","caus_thomas_fire_v6","34MAJL3QP4OKDFQBOYO2XDEGG7Y436","0","0","0","50%","100%","90%","Math","1","1","0","1","No","558641","600885","2017-10-17 14:20:36","3853"
"A3L9TOPLJHMF2C","caus_thomas_fire_v6","3MD9PLUKKIF7KG7ARAY70NPVMJWNZL","0","0","0","50%","100%","10%","Math","1","1","1","1","No","71405","129619","2017-10-17 14:20:40","3854"
"A1AZM5DEIZ771E","caus_thomas_fire_v6","35GCEFQ6I5P0GCE09RESR9RPH25Z3H","0","0","0","50%","100%","50%","Math","1","1","0","1","Not sure","46758","85029","2017-10-17 14:20:42","3855"
"A1QCJN0HALO0L8","caus_thomas_fire_v6","3YMTUJH0DSHPCWO53DUTFQIEA6FT4G","0","0","0","50%","100%","50%","Math","1","1","0","1","No","36909","101982","2017-10-17 14:20:44","3856"
"A1USR9JCAMDGM3","caus_thomas_fire_v6","3GA6AFUKOOPEPRE6358LR2NKLCK3HR","0","0","0","25%","75%","90%","Math","0","0","1","1","No","107711","235227","2017-10-17 14:20:46","3857"
"A3V8C77FN4FLUA","caus_thomas_fire_v6","3KKG4CDWKIZ6SHFR57PCOQH2GZD49S","0","0","0","50%","100%","90%","Math","1","1","1","1","No","60870","106515","2017-10-17 14:20:54","3858"
"A3pqugiqqbpr98","caus_thomas_fire_v6","3EG49X351UDA8013RBO51RNYJT56XT","0","0","0","50%","25%","50%","English","1","0","0","1","No","947702","980418","2017-10-17 14:20:57","3859"
"A2TIEZRVFLY4FE","caus_thomas_fire_v6","30OG32W0SUC99LGEVNKUFDODYDMNEE","0","0","0","100%","25%","50%","Math","0","0","0","1","Yes","206121","405027","2017-10-17 14:20:59","3860"
"A1NPQNVXPWACT7","caus_thomas_fire_v6","3VJ40NV2QIOTGPYNMX92TOOJRXCTON","0","0","0","50%","75%","90%","English","1","0","0","1","Yes","21595","40057","2017-10-17 14:21:03","3861"
"A3NK3VPYRHZBW8","caus_thomas_fire_v6","3PJ71Z61R43P0II8IP6AQSAZ4F319C","0","0","0","50%","100%","10%","Math","1","1","1","1","No","75688","123923","2017-10-17 14:21:08","3862"
"A1E04M3UI5SX1A","caus_thomas_fire_v6","36W0OB37HWFFAKLZOC3UV3SZ07NZHO","0","0","0","50%","100%","10%","English","1","1","1","1","No","39795","72695","2017-10-17 14:21:21","3863"
"A2ONILC0LZKG6Y","caus_thomas_fire_v6","369J354OFDBZME6D21O1D5N3G3D6G5","0","0","0","50%","100%","10%","English","1","1","1","1","Yes","57922","126491","2017-10-17 14:21:29","3864"
"A299CU7U9QX3E7","caus_thomas_fire_v6","3WR9XG3T63C2EYRYQARSAUQWL9P74J","0","0","0","50%","100%","10%","English","1","1","1","1","No","61738","103768","2017-10-17 14:21:38","3865"
"A23H7XNZHF8JQY","caus_thomas_fire_v6","3U5JL4WY5KAWTDXP8NVQ4T3KN244XB","0","0","0","25%","100%","10%","English","0","1","1","1","Not sure","51045","88631","2017-10-17 14:21:45","3866"
"A2E6YPCJHJOLRD
","caus_thomas_fire_v6","3S06PH7KSR5138VPU5BCCOTPV0I1DT","0","0","0","25%","100%","10%","English","0","1","1","1","No","73106","106220","2017-10-17 14:21:47","3867"
"A18ZOLS2FGK8H7","caus_thomas_fire_v6","3DY4FPOOA1PBQUUSJKQLO1H9Z5FVRH","0","0","0","50%","100%","90%","Math","1","1","1","1","Yes","58734","128229","2017-10-17 14:21:53","3868"
"A2XMFTY9WB05U6","caus_thomas_fire_v6","3QY7M81QH7NNS0G1B2E8HBFSIVF7K9","0","0","0","25%","100%","90%","English","0","1","1","1","No","29656","52782","2017-10-17 14:21:57","3869"
"A3SRQ2H6NK509R","caus_thomas_fire_v6","33UKMF9319L9TH3VIEV1NYU6Q5WTTC","0","0","0","50%","100%","90%","English","1","1","1","1","No","50319","83339","2017-10-17 14:22:14","3870"
"A1QO3XBQXLYEZW","caus_thomas_fire_v6","3LOZAJ85YDEMQZI249C2BE6M3O7X27","0","0","0","50%","75%","90%","English","1","0","1","1","No","83077","119592","2017-10-17 14:22:17","3871"
"AKG7VBOY97HKA","caus_thomas_fire_v6","3ZSY5X72NXCG0ALVI847T9N13CIOR8","0","0","0","25%","100%","10%","Math","0","1","1","0","Not sure","93173","184709","2017-10-17 14:22:34","3872"
"A3OQ7SWT38JM3C","caus_thomas_fire_v6","3R2PKQ87NW9F78X0F5VLNDX5LGKMIN","0","0","0","50%","100%","10%","English","1","1","1","1","Yes","156030","206913","2017-10-17 14:22:40","3873"
"A2G0HRT8HS9HRZ","caus_thomas_fire_v6","3EO896NRAWWFFE7Q6KHXLS7XS35JTX","0","0","0","50%","100%","90%","Math","1","1","1","1","No","193580","278189","2017-10-17 14:22:44","3874"
"A239D6PX8TDUZ9","caus_thomas_fire_v6","37KGEN7NJ3RD9XHHKGDXDESCCZQPPY","0","0","0","75%","100%","10%","English","0","1","1","1","No","60748","118444","2017-10-17 14:22:46","3875"
"A1D4I1QYL9713I","caus_thomas_fire_v6","36TFCYNS44BQ5PLKNUF9YICOS7PXHP","0","0","0","50%","100%","10%","English","1","1","1","1","No","54624","95391","2017-10-17 14:22:54","3876"
"A1EV66QWCULDE5","caus_thomas_fire_v6","3I02618YA07Q12PD12CRNKFBKGHPUT","0","0","0","50%","100%","50%","English","1","1","0","1","No","71067","111840","2017-10-17 14:23:11","3877"
"A2GC0LGLXP6O92","caus_thomas_fire_v6","39ASUFLU6X8ELFUIXT73DFFB0RXXE9","0","0","0","50%","100%","90%","Math","1","1","1","1","No","79519","133860","2017-10-17 14:23:14","3878"
"A1N4P4XGQM7NXE","caus_thomas_fire_v6","3XCC1ODXDLCJLMYBXLWBIEI1ID0QRI","0","0","0","25%","50%","50%","English","0","0","0","1","Yes","207709","222881","2017-10-17 14:23:14","3879"
"A2TGOIW7U237NO","caus_thomas_fire_v6","3YJ6NA41JBHHNMEJP38DGI6030KPJY","0","0","0","50%","100%","90%","English","1","1","1","1","Yes","92988","162665","2017-10-17 14:23:14","3880"
"A2ZA3X3DBEMBCD","caus_thomas_fire_v6","3C5W7UE9CFRCX3MVERVMQNKK9TOXMY","0","0","0","50%","100%","10%","English","1","1","1","1","No","59036","114830","2017-10-17 14:23:23","3881"
"A3JVG39ZC5U3AE","caus_thomas_fire_v6","3G2UL9A02DFGTLVC9YK77SAAH0V673","0","0","0","50%","100%","90%","Math","1","1","1","1","No","32327","55244","2017-10-17 14:23:24","3882"
"Your Worker ID: A31XNLA9REVGXL
","caus_thomas_fire_v6","3FIUS151DV31J7VJEEXNPW0SAHCGGD","0","0","0","50%","100%","100%","Math","1","1","0","1","No","67435","123396","2017-10-17 14:23:25","3883"
"A3UXCS65PQ6HRB","caus_thomas_fire_v6","34FNN24DCMA3P1RZRO02SZG7P4T5YN","0","0","0","50%","100%","90%","Math","1","1","1","1","Yes","60505","95813","2017-10-17 14:23:33","3884"
"A1835XBNR2UB4X","caus_thomas_fire_v6","3Q5C1WP23M26ZVGWFZTTEC5XIJK15L","0","0","0","50%","100%","10%","English","1","1","1","1","No","36517","69728","2017-10-17 14:23:35","3885"
"A3V8863KF3SK4A","caus_thomas_fire_v6","3OS4RQUCR9GZEQRDN8ZR609JTPPFB1","0","0","0","50%","100%","90%","Math","1","1","1","1","No","42652","67806","2017-10-17 14:23:36","3886"
"A2T9GR0UCUVDXG","caus_thomas_fire_v6","3MTMREQS4VJW628G7J9VFDBD6AUAWZ","0","0","0","50%","100%","10%","Math","1","1","1","1","No","48174","75752","2017-10-17 14:23:37","3887"
"A3JTMXHPNCUFNX","caus_thomas_fire_v6","3TXWC2NHNZRPU2H2V8LUMTX8UFG9S4","0","0","0","50%","100%","10%","English","1","1","1","1","No","134613","168395","2017-10-17 14:23:41","3888"
"A1HCTAULAAOC8A","caus_thomas_fire_v6","3NG53N1RLVKS35I0YZBMRSXMNPQP8E","0","0","0","50%","100%","90%","English","1","1","1","1","No","91846","151760","2017-10-17 14:23:42","3889"
"A2UCO1QAJ36RQ9","caus_thomas_fire_v6","3JW0YLFXRTHTDFBJ8O5NX284YTTWWS","0","0","0","25%","100%","90%","Math","0","1","1","1","No","162052","196554","2017-10-17 14:23:44","3890"
"A3AS4FEB057TRG","caus_thomas_fire_v6","3Z7VU45IPYI4690LMN093GCSJIMZ1K","0","0","0","50%","100%","10%","Math","1","1","1","1","Not sure","137572","176194","2017-10-17 14:24:07","3891"
"A1VAFA14AUEZXG","caus_thomas_fire_v6","3LRKMWOKB5IBVUIH5R0N8ZMXBO62ZA","0","0","0","50%","100%","10%","Math","1","1","1","1","No","83900","120921","2017-10-17 14:24:09","3892"
"A2VP0TNWIJVKA8","caus_thomas_fire_v6","3VNL7UK1XFKZACLUNUQC6UF5ZWPFTR","0","0","0","50%","100%","90%","English","1","1","1","1","No","37423","72231","2017-10-17 14:24:18","3893"
"A32S7DRKL0MW0A","caus_thomas_fire_v6","3TEM0PF1Q5Y1WJA7YM7CYJAFQ8C0DP","0","0","0","50%","100%","10%","English","1","1","1","1","Yes","74922","117331","2017-10-17 14:24:19","3894"
"ACF8CYOJ1P4GC","caus_thomas_fire_v6","3FFJ6VRIL1PI4UQTQ08NPGQSIDK0IR","0","0","0","50%","100%","10%","English","1","1","1","1","No","81461","138702","2017-10-17 14:24:20","3895"
"A1LHSOH23WKNJI","caus_thomas_fire_v6","308Q0PEVB8E00OE6QWRGIRRLLHEI9L","0","0","0","50%","100%","10%","English","1","1","1","1","No","41009","67747","2017-10-17 14:24:20","3896"
"A1H49IS4NJB5I4","caus_thomas_fire_v6","37TD41K0AHARS0O57SVLOJYG00JCSO","0","0","0","25%","25%","50%","English","0","0","0","1","No","64710","83792","2017-10-17 14:24:24","3897"
"A30KYQGABO7JER","caus_thomas_fire_v6","3YGXWBAF70I8QFMUHRZ3QGIAMKG4C9","0","0","0","50%","100%","90%","English","1","1","1","1","No","136777","262674","2017-10-17 14:24:26","3898"
"AY4E4CDN0J6JL","caus_thomas_fire_v6","35USIKEBNRH5W6NZP51W3PW0HF06NE","0","0","0","50%","100%","90%","English","1","1","1","1","Yes","51977","87773","2017-10-17 14:24:26","3899"
"A17J1CE7N49Z9D","caus_thomas_fire_v6","30BXRYBRP4YBGPGUDPJNWZYHJ5FHWC","0","0","0","50%","100%","100%","Math","1","1","0","1","No","37002","56020","2017-10-17 14:24:35","3900"
"A1YH4LT7EAYT47","caus_thomas_fire_v6","30BXRYBRP4YBGPGUDPJNWZYHJ5JWHV","0","0","0","50%","100%","10%","Math","1","1","1","1","No","49057","76723","2017-10-17 14:24:46","3901"
"A3UUK65H63DHFX","caus_thomas_fire_v6","3EQHHY4HQST33A6ZXIEWLZ93K835GP","0","0","0","50%","100%","10%","English","1","1","1","1","Yes","87028","138506","2017-10-17 14:24:49","3902"
"A2MPCT1O95PVL9","caus_thomas_fire_v6","32AT8R96GLANEU55TJGLIPKM70PUSF","0","0","0","50%","100%","90%","English","1","1","1","1","No","101785","128373","2017-10-17 14:24:54","3903"
"A3FY7A6Z3EVNRX","caus_thomas_fire_v6","3PJ71Z61R43P0II8IP6AQSAZ4F391K","0","0","0","50%","100%","90%","English","1","1","1","1","No","45580","71951","2017-10-17 14:24:54","3904"
"A3SOJWB6AZWZV9
","caus_thomas_fire_v6","3FPRZHYEPY8J7S9Q8UPP63ETTR03VM","0","0","0","50%","100%","10%","Math","1","1","1","1","No","59990","92679","2017-10-17 14:24:55","3905"
"AZ57C58RDAMJF","caus_thomas_fire_v6","3EKVH9QMEY58STDLD9BQH73UN6WD2M","0","0","0","50%","100%","90%","English","1","1","1","0","No","77045","136732","2017-10-17 14:24:56","3906"
"A2BVUVKIS50IR8","caus_thomas_fire_v6","34V1S5K3GS2K74J5OVIRLO1GCQJ69F","0","0","0","50%","100%","10%","English","1","1","1","1","No","97845","152495","2017-10-17 14:24:59","3907"
"A38ECJNH8AQKV4
","caus_thomas_fire_v6","3XIQGXAUMC9TC0F8ALTX75NUE4TX7N","0","0","0","50%","100%","90%","English","1","1","1","0","Not sure","187815","281074","2017-10-17 14:25:03","3908"
"A1YGENVE7OI5JL","caus_thomas_fire_v6","3M23Y66PO282CJF4X1II2J664E36SL","0","0","0","50%","100%","10%","English","1","1","1","1","No","348414","429853","2017-10-17 14:25:06","3909"
"AOHE56L0POV6","caus_thomas_fire_v6","31N2WW6R9RRUBVN08FKLOHB75XC3FY","0","0","0","50%","100%","90%","Math","1","1","1","1","No","86783","161305","2017-10-17 14:25:08","3910"
"AFNGM40QC84Z1","caus_thomas_fire_v6","3UNH76FOCS61X8C5JNHO91RTBZIMYT","0","0","0","50%","25%","10%","Math","1","0","1","1","No","117216","311555","2017-10-17 14:25:09","3911"
"A2W8ZODKKQ7RYP","caus_thomas_fire_v6","3DPNQGW4LLGJAYDT70M04GQ0QY564J","0","0","0","50%","100%","10%","English","1","1","1","1","No","82975","167703","2017-10-17 14:25:18","3912"
"AMNRYECHXZY34","caus_thomas_fire_v6","3YDTZAI2WXHO3CCW1UAJ9KZJINP14G","0","0","0","50%","100%","10%","English","1","1","1","1","Yes","59842","100195","2017-10-17 14:25:18","3913"
"A1U4W67HW5V0FO","caus_thomas_fire_v6","3R0T90IZ1SDO2VFECS14Z5FDCPPCG4","0","0","0","50%","100%","10%","Math","1","1","1","1","No","125359","185286","2017-10-17 14:25:26","3914"
"A2CAPUF9ZD9F6G","caus_thomas_fire_v6","3EWIJTFFVO86OPO7UHIW41S0QKDE0W","0","0","0","50%","100%","90%","English","1","1","1","1","No","35670","102275","2017-10-17 14:25:32","3915"
"A2D2XQP00IZFR1","caus_thomas_fire_v6","3RXCAC0YIRQMQSP1VGLZXJJUMY48GU","0","0","0","50%","100%","10%","Math","1","1","1","1","No","132389","177569","2017-10-17 14:25:33","3916"
"A20EU0UH5K3VGE","caus_thomas_fire_v6","39O5D9O87TTN8J3QHDUKGBQ48KK3CN","0","0","0","50%","100%","90%","English","1","1","1","0","Not sure","61239","112200","2017-10-17 14:25:33","3917"
"A4J7IJ84V1PJL","caus_thomas_fire_v6","3LS2AMNW5FRGO96V5TF7OJDW7QGOQ7","0","0","0","50%","100%","10%","Math","1","1","1","1","No","42899","73971","2017-10-17 14:25:37","3918"
"A1UUNYHX3M8O3O","caus_thomas_fire_v6","3NG53N1RLVKS35I0YZBMRSXMNPQP8E","0","0","0","50%","100%","90%","English","1","1","1","0","Not sure","38322","65860","2017-10-17 14:25:39","3919"
"A4T4577P6JL6R
","caus_thomas_fire_v6","3WYP994K17SZ85RDW7A7K5U7LZ3Y6V","0","0","0","50%","100%","90%","Math","1","1","1","1","No","112075","199854","2017-10-17 14:25:46","3920"
"A132H53I8VX2OC","caus_thomas_fire_v6","36U2A8VAG1067KC2YB48UOZPMUOKYN","0","0","0","50%","100%","10%","English","1","1","1","1","No","87163","148448","2017-10-17 14:25:54","3921"
"A1ND4NNS6YX1SD","caus_thomas_fire_v6","378XPAWRUCEE57OBI25GEM25RZWIA0","0","0","0","50%","100%","10%","English","1","1","1","1","Yes","74953","111879","2017-10-17 14:25:54","3922"
"A39PKC5DMX5FJN","caus_thomas_fire_v6","33ISQZVXPPNBLJZ9A65L9EUYEXXCCU","0","0","0","50%","100%","90%","English","1","1","1","1","No","46628","86392","2017-10-17 14:25:55","3923"
"AV0NB9Q2CBS88","caus_thomas_fire_v6","37WLF8U1WPR4O02WSS9GBXFWNKV6K9","0","0","0","50%","100%","90%","Math","1","1","1","1","No","89141","147783","2017-10-17 14:25:57","3924"
"A26RO8GGTQAXGG","caus_thomas_fire_v6","36WLNQG78ZB78CRHSXFLOIOJHOAEBI","0","0","0","50%","100%","10%","English","1","1","1","1","No","47075","79552","2017-10-17 14:26:14","3925"
"A2NC26KLXJFSSV","caus_thomas_fire_v6","3G5F9DBFOPYY10GPNFERAXF3CWHHV6","0","0","0","50%","100%","10%","English","1","1","1","0","Yes","142757","247321","2017-10-17 14:26:22","3926"
"A2E3TO92MCQ9XU","caus_thomas_fire_v6","3M23Y66PO282CJF4X1II2J664E86SQ","0","0","0","50%","100%","10%","English","1","1","1","1","No","47027","83040","2017-10-17 14:26:37","3927"
"A224IWPV29ZPY4","caus_thomas_fire_v6","3R3YRB5GRF4JEYJBCJUUXPQGLUJAU0","0","0","0","50%","100%","90%","English","1","1","1","1","No","141494","183711","2017-10-17 14:26:45","3928"
"ABSTVXSZIJGN5","caus_thomas_fire_v6","37QW5D2ZRGNPGXYSQGFGMX2XA9Y8SE","0","0","0","25%","100%","90%","Math","0","1","1","1","No","71813","162786","2017-10-17 14:26:57","3929"
"A3UUTFA63Y9TPX","caus_thomas_fire_v6","31Q0U3WYDPGLMZUF3S8QCWJT9PF170","0","0","0","25%","100%","90%","Math","0","1","1","1","No","66009","156749","2017-10-17 14:26:59","3930"
"A1QSUIQRZFQ85E","caus_thomas_fire_v6","3Q8GYXHFEP3QMYQUVWIDV8OOMGBC5M","0","0","0","50%","100%","10%","English","1","1","1","1","No","92952","143736","2017-10-17 14:27:06","3931"
"A2KHLQ2YFZRI67","caus_thomas_fire_v6","3VHP9MDGRNLIOVJJ18VMHKF1BAPFC8","0","0","0","50%","100%","90%","Math","1","1","1","1","No","112894","175116","2017-10-17 14:27:06","3932"
"AMNMG3DCCC166","caus_thomas_fire_v6","3SKEMFQBZ36RSELKL76EVBBNTFL8KX","0","0","0","50%","100%","90%","Math","1","1","1","1","Yes","101463","160892","2017-10-17 14:27:06","3933"
